20210130141141,10.0.0.2,34954,10.0.0.1,5001,3,0.0-1.0,5636096,45088768
20210130141142,10.0.0.2,34954,10.0.0.1,5001,3,1.0-2.0,6029312,48234496
20210130141143,10.0.0.2,34954,10.0.0.1,5001,3,2.0-3.0,4980736,39845888
20210130141145,10.0.0.2,34954,10.0.0.1,5001,3,3.0-4.0,5417032,43336256
20210130141145,10.0.0.2,34954,10.0.0.1,5001,3,4.0-5.0,2097152,16777216
20210130141146,10.0.0.2,34954,10.0.0.1,5001,3,5.0-6.0,3846696,30773568
20210130141147,10.0.0.2,34954,10.0.0.1,5001,3,6.0-7.0,1810192,14481536
20210130141148,10.0.0.2,34954,10.0.0.1,5001,3,7.0-8.0,6815744,54525952
20210130141150,10.0.0.2,34954,10.0.0.1,5001,3,8.0-9.0,5434336,43474688
20210130141150,10.0.0.2,34954,10.0.0.1,5001,3,9.0-10.0,4194304,33554432
20210130141152,10.0.0.2,34954,10.0.0.1,5001,3,10.0-11.0,5579696,44637568
20210130141152,10.0.0.2,34954,10.0.0.1,5001,3,11.0-12.0,2359296,18874368
20210130141153,10.0.0.2,34954,10.0.0.1,5001,3,12.0-13.0,4456448,35651584
20210130141154,10.0.0.2,34954,10.0.0.1,5001,3,13.0-14.0,6029312,48234496
20210130141155,10.0.0.2,34954,10.0.0.1,5001,3,14.0-15.0,3014656,24117248
20210130141156,10.0.0.2,34954,10.0.0.1,5001,3,15.0-16.0,2059288,16474304
20210130141157,10.0.0.2,34954,10.0.0.1,5001,3,16.0-17.0,5898240,47185920
20210130141158,10.0.0.2,34954,10.0.0.1,5001,3,17.0-18.0,4462200,35697600
20210130141159,10.0.0.2,34954,10.0.0.1,5001,3,18.0-19.0,587944,4703552
20210130141200,10.0.0.2,34954,10.0.0.1,5001,3,19.0-20.0,2865536,22924288
20210130141201,10.0.0.2,34954,10.0.0.1,5001,3,20.0-21.0,1889640,15117120
20210130141202,10.0.0.2,34954,10.0.0.1,5001,3,21.0-22.0,1695664,13565312
20210130141203,10.0.0.2,34954,10.0.0.1,5001,3,22.0-23.0,4494536,35956288
20210130141204,10.0.0.2,34954,10.0.0.1,5001,3,23.0-24.0,2019960,16159680
20210130141205,10.0.0.2,34954,10.0.0.1,5001,3,24.0-25.0,1889640,15117120
20210130141206,10.0.0.2,34954,10.0.0.1,5001,3,25.0-26.0,2345760,18766080
20210130141208,10.0.0.2,34954,10.0.0.1,5001,3,26.0-27.0,3192840,25542720
20210130141208,10.0.0.2,34954,10.0.0.1,5001,3,27.0-28.0,4456448,35651584
20210130141210,10.0.0.2,34954,10.0.0.1,5001,3,28.0-29.0,5969152,47753216
20210130141210,10.0.0.2,34954,10.0.0.1,5001,3,29.0-30.0,1433520,11468160
20210130141211,10.0.0.2,34954,10.0.0.1,5001,3,30.0-31.0,1629000,13032000
20210130141212,10.0.0.2,34954,10.0.0.1,5001,3,31.0-32.0,4105080,32840640
20210130141213,10.0.0.2,34954,10.0.0.1,5001,3,32.0-33.0,4063232,32505856
20210130141214,10.0.0.2,34954,10.0.0.1,5001,3,33.0-34.0,4284768,34278144
20210130141215,10.0.0.2,34954,10.0.0.1,5001,3,34.0-35.0,4456448,35651584
20210130141216,10.0.0.2,34954,10.0.0.1,5001,3,35.0-36.0,3488560,27908480
20210130141217,10.0.0.2,34954,10.0.0.1,5001,3,36.0-37.0,4493032,35944256
20210130141218,10.0.0.2,34954,10.0.0.1,5001,3,37.0-38.0,783424,6267392
20210130141219,10.0.0.2,34954,10.0.0.1,5001,3,38.0-39.0,4494536,35956288
20210130141220,10.0.0.2,34954,10.0.0.1,5001,3,39.0-40.0,716760,5734080
20210130141221,10.0.0.2,34954,10.0.0.1,5001,3,40.0-41.0,651600,5212800
20210130141222,10.0.0.2,34954,10.0.0.1,5001,3,41.0-42.0,3323160,26585280
20210130141223,10.0.0.2,34954,10.0.0.1,5001,3,42.0-43.0,4325376,34603008
20210130141224,10.0.0.2,34954,10.0.0.1,5001,3,43.0-44.0,3493824,27950592
20210130141225,10.0.0.2,34954,10.0.0.1,5001,3,44.0-45.0,850840,6806720
20210130141226,10.0.0.2,34954,10.0.0.1,5001,3,45.0-46.0,4492280,35938240
20210130141227,10.0.0.2,34954,10.0.0.1,5001,3,46.0-47.0,3407872,27262976
20210130141228,10.0.0.2,34954,10.0.0.1,5001,3,47.0-48.0,6029312,48234496
20210130141229,10.0.0.2,34954,10.0.0.1,5001,3,48.0-49.0,4197048,33576384
20210130141231,10.0.0.2,34954,10.0.0.1,5001,3,49.0-50.0,3502848,28022784
20210130141231,10.0.0.2,34954,10.0.0.1,5001,3,50.0-51.0,1694160,13553280
20210130141232,10.0.0.2,34954,10.0.0.1,5001,3,51.0-52.0,1632008,13056064
20210130141233,10.0.0.2,34954,10.0.0.1,5001,3,52.0-53.0,6029312,48234496
20210130141234,10.0.0.2,34954,10.0.0.1,5001,3,53.0-54.0,5898240,47185920
20210130141235,10.0.0.2,34954,10.0.0.1,5001,3,54.0-55.0,6029312,48234496
20210130141236,10.0.0.2,34954,10.0.0.1,5001,3,55.0-56.0,4398280,35186240
