1611991563.881369,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1611991563.881477,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1611991563.881500,s3-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1611991563.881507,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1611991563.881513,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1611991563.881519,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1611991563.881528,s3-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1611991563.881537,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1611991563.881543,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1611991564.882861,eth0,3263.74,3334.67,6598.40,3338,3267,31.97,30.97,62.94,31,32,0.00,0.00,0,0
1611991564.882918,s1-eth1,5010248.00,61804.20,5072052.00,61866,5015258,1011.99,936.06,1948.05,937,1013,0.00,0.00,0,0
1611991564.882959,s3-eth1,4996531.50,63870.13,5060401.50,63934,5001528,998.00,952.05,1950.05,953,999,0.00,0.00,0,0
1611991564.882974,s2-eth1,4996025.00,62536.46,5058561.50,62599,5001021,1003.00,942.06,1945.05,943,1004,0.00,0.00,0,0
1611991564.882989,s1-eth2,62536.46,4996025.00,5058561.50,5001021,62599,942.06,1003.00,1945.05,1004,943,0.00,0.00,0,0
1611991564.883003,lo,27957.04,27957.04,55914.09,27985,27985,184.82,184.82,369.63,185,185,0.00,0.00,0,0
1611991564.883016,s3-eth2,65088.91,5014447.50,5079536.50,5019462,65154,959.04,996.00,1955.05,997,960,0.00,0.00,0,0
1611991564.883030,s2-eth2,63870.13,4996531.50,5060401.50,5001528,63934,952.05,998.00,1950.05,999,953,0.00,0.00,0,0
1611991564.883043,total,15225521.00,15226507.00,30452028.00,15241733,15240746,6082.92,6042.96,12125.87,6049,6089,0.00,0.00,0,0
1611991565.883301,eth0,1072.00,1680.00,2752.00,1680,1072,13.00,12.00,25.00,12,13,0.00,0.00,0,0
1611991565.883330,s1-eth1,4566133.00,62238.00,4628371.00,62238,4566133,1012.00,943.00,1955.00,943,1012,0.00,0.00,0,0
