20210130014818,10.0.0.2,40026,10.0.0.1,5001,3,0.0-1.0,1703936,13631488
20210130014820,10.0.0.2,40026,10.0.0.1,5001,3,1.0-2.0,1572864,12582912
20210130014821,10.0.0.2,40026,10.0.0.1,5001,3,2.0-3.0,1136704,9093632
20210130014822,10.0.0.2,40026,10.0.0.1,5001,3,3.0-4.0,977400,7819200
20210130014823,10.0.0.2,40026,10.0.0.1,5001,3,4.0-5.0,977400,7819200
20210130014824,10.0.0.2,40026,10.0.0.1,5001,3,5.0-6.0,1042560,8340480
20210130014825,10.0.0.2,40026,10.0.0.1,5001,3,6.0-7.0,1303200,10425600
20210130014826,10.0.0.2,40026,10.0.0.1,5001,3,7.0-8.0,1238040,9904320
20210130014827,10.0.0.2,40026,10.0.0.1,5001,3,8.0-9.0,912240,7297920
20210130014828,10.0.0.2,40026,10.0.0.1,5001,3,9.0-10.0,651600,5212800
20210130014829,10.0.0.2,40026,10.0.0.1,5001,3,10.0-11.0,977400,7819200
20210130014829,10.0.0.2,40026,10.0.0.1,5001,3,11.0-12.0,195480,1563840
20210130014830,10.0.0.2,40026,10.0.0.1,5001,3,12.0-13.0,1238040,9904320
20210130014831,10.0.0.2,40026,10.0.0.1,5001,3,13.0-14.0,1107720,8861760
20210130014832,10.0.0.2,40026,10.0.0.1,5001,3,14.0-15.0,847080,6776640
20210130014834,10.0.0.2,40026,10.0.0.1,5001,3,15.0-16.0,456120,3648960
20210130014835,10.0.0.2,40026,10.0.0.1,5001,3,16.0-17.0,781920,6255360
20210130014836,10.0.0.2,40026,10.0.0.1,5001,3,17.0-18.0,521280,4170240
20210130014837,10.0.0.2,40026,10.0.0.1,5001,3,18.0-19.0,912240,7297920
20210130014838,10.0.0.2,40026,10.0.0.1,5001,3,19.0-20.0,521280,4170240
20210130014839,10.0.0.2,40026,10.0.0.1,5001,3,20.0-21.0,847080,6776640
20210130014840,10.0.0.2,40026,10.0.0.1,5001,3,21.0-22.0,1303200,10425600
20210130014841,10.0.0.2,40026,10.0.0.1,5001,3,22.0-23.0,1042560,8340480
20210130014842,10.0.0.2,40026,10.0.0.1,5001,3,23.0-24.0,521280,4170240
20210130014843,10.0.0.2,40026,10.0.0.1,5001,3,24.0-25.0,716760,5734080
20210130014844,10.0.0.2,40026,10.0.0.1,5001,3,25.0-26.0,847080,6776640
20210130014845,10.0.0.2,40026,10.0.0.1,5001,3,26.0-27.0,716760,5734080
20210130014846,10.0.0.2,40026,10.0.0.1,5001,3,27.0-28.0,781920,6255360
20210130014847,10.0.0.2,40026,10.0.0.1,5001,3,28.0-29.0,1042560,8340480
20210130014848,10.0.0.2,40026,10.0.0.1,5001,3,29.0-30.0,912240,7297920
20210130014848,10.0.0.2,40026,10.0.0.1,5001,3,30.0-31.0,521280,4170240
20210130014849,10.0.0.2,40026,10.0.0.1,5001,3,31.0-32.0,1107720,8861760
20210130014850,10.0.0.2,40026,10.0.0.1,5001,3,32.0-33.0,1238040,9904320
20210130014851,10.0.0.2,40026,10.0.0.1,5001,3,33.0-34.0,1303200,10425600
20210130014853,10.0.0.2,40026,10.0.0.1,5001,3,34.0-35.0,1042560,8340480
20210130014854,10.0.0.2,40026,10.0.0.1,5001,3,35.0-36.0,716760,5734080
20210130014855,10.0.0.2,40026,10.0.0.1,5001,3,36.0-37.0,586440,4691520
20210130014856,10.0.0.2,40026,10.0.0.1,5001,3,37.0-38.0,847080,6776640
20210130014857,10.0.0.2,40026,10.0.0.1,5001,3,38.0-39.0,1107720,8861760
20210130014858,10.0.0.2,40026,10.0.0.1,5001,3,39.0-40.0,1303200,10425600
20210130014859,10.0.0.2,40026,10.0.0.1,5001,3,40.0-41.0,651600,5212800
20210130014900,10.0.0.2,40026,10.0.0.1,5001,3,41.0-42.0,781920,6255360
20210130014901,10.0.0.2,40026,10.0.0.1,5001,3,42.0-43.0,912240,7297920
20210130014902,10.0.0.2,40026,10.0.0.1,5001,3,43.0-44.0,1172880,9383040
20210130014903,10.0.0.2,40026,10.0.0.1,5001,3,44.0-45.0,1107720,8861760
20210130014904,10.0.0.2,40026,10.0.0.1,5001,3,45.0-46.0,977400,7819200
20210130014905,10.0.0.2,40026,10.0.0.1,5001,3,46.0-47.0,1172880,9383040
20210130014906,10.0.0.2,40026,10.0.0.1,5001,3,47.0-48.0,1172880,9383040
20210130014907,10.0.0.2,40026,10.0.0.1,5001,3,48.0-49.0,781920,6255360
20210130014908,10.0.0.2,40026,10.0.0.1,5001,3,49.0-50.0,847080,6776640
20210130014909,10.0.0.2,40026,10.0.0.1,5001,3,50.0-51.0,912240,7297920
20210130014909,10.0.0.2,40026,10.0.0.1,5001,3,51.0-52.0,651600,5212800
20210130014910,10.0.0.2,40026,10.0.0.1,5001,3,52.0-53.0,1172880,9383040
20210130014911,10.0.0.2,40026,10.0.0.1,5001,3,53.0-54.0,781920,6255360
20210130014913,10.0.0.2,40026,10.0.0.1,5001,3,54.0-55.0,912240,7297920
20210130014914,10.0.0.2,40026,10.0.0.1,5001,3,55.0-56.0,521280,4170240
20210130014915,10.0.0.2,40026,10.0.0.1,5001,3,56.0-57.0,1238040,9904320
20210130014916,10.0.0.2,40026,10.0.0.1,5001,3,57.0-58.0,586440,4691520
20210130014917,10.0.0.2,40026,10.0.0.1,5001,3,58.0-59.0,586440,4691520
20210130014918,10.0.0.2,40026,10.0.0.1,5001,3,59.0-60.0,716760,5734080
20210130014918,10.0.0.2,40026,10.0.0.1,5001,3,0.0-60.3,55238304,7328207
